transect_id,x1,y1,x2,y2,mid_x,mid_y,mid_lon,mid_lat,lon1,lat1,lon2,lat2
253,16161899.9999997,-4591967.207207208,16160700.0000003,-4591967.207207208,16161300.0,-4591967.207207208,145.1794280124082,-38.0887245356474,145.18481790411025,-38.0887245356474,145.1740381207062,-38.0887245356474
254,16160730.0000003,-4591952.882882883,16161929.9999997,-4591952.882882883,16161330.0,-4591952.882882883,145.17969750699345,-38.08862325904817,145.1743076152914,-38.08862325904817,145.18508739869546,-38.08862325904817
255,16161352.972972972,-4592579.9999997,16161352.972972972,-4591380.0000003,16161352.972972972,-4591980.0,145.17990387672086,-38.088814983812384,145.17990387672086,-38.09305700442591,145.17990387672086,-38.08457271702323
256,16160790.0000003,-4591993.063063063,16161989.9999997,-4591993.063063063,16161390.0,-4591993.063063063,145.18023649616393,-38.088907342738594,145.1748466044619,-38.088907342738594,145.18562638786597,-38.088907342738594
257,16161423.153153151,-4592609.9999997,16161423.153153151,-4591410.0000003,16161423.153153151,-4592010.0,145.18053431600583,-38.08902709068991,145.18053431600583,-38.09326909899442,145.18053431600583,-38.08478483620932
258,16161473.243243244,-4592609.9999997,16161473.243243244,-4591410.0000003,16161473.243243244,-4592010.0,145.18098428294098,-38.08902709068991,145.18098428294098,-38.09326909899442,145.18098428294098,-38.08478483620932
259,16162079.9999997,-4591966.666666667,16160880.0000003,-4591966.666666667,16161480.0,-4591966.666666667,145.18104497991962,-38.08872071389148,145.18643487162166,-38.08872071389148,145.17565508821758,-38.08872071389148
260,16161483.423423424,-4592519.9999997,16161483.423423424,-4591320.0000003,16161483.423423424,-4591920.0,145.18107573305548,-38.088390768211006,145.18107573305548,-38.0926328134425,145.18107573305548,-38.084148476804785
261,16162109.9999997,-4591896.486486486,16160910.0000003,-4591896.486486486,16161510.0,-4591896.486486486,145.1813144745049,-38.08822452088501,145.18670436620687,-38.08822452088501,145.17592458280285,-38.08822452088501
262,16161496.396396397,-4591260.0000003,16161496.396396397,-4592459.9999997,16161496.396396397,-4591860.0,145.1811922712545,-38.08796655014788,145.1811922712545,-38.08372423412468,145.1811922712545,-38.09220861999725
263,16160850.0000003,-4591863.693693694,16162049.9999997,-4591863.693693694,16161450.0,-4591863.693693694,145.18077548533438,-38.08799266574541,145.17538559363237,-38.08799266574541,145.18616537703642,-38.08799266574541
264,16160850.0000003,-4591913.783783784,16162049.9999997,-4591913.783783784,16161450.0,-4591913.783783784,145.18077548533438,-38.088346817805274,145.17538559363237,-38.088346817805274,145.18616537703642,-38.088346817805274
265,16161406.126126124,-4591320.0000003,16161406.126126124,-4592519.9999997,16161406.126126124,-4591920.0,145.18038135961962,-38.088390768211006,145.18038135961962,-38.084148476804785,145.18038135961962,-38.0926328134425
266,16161356.036036037,-4591320.0000003,16161356.036036037,-4592519.9999997,16161356.036036037,-4591920.0,145.17993139268455,-38.088390768211006,145.17993139268455,-38.084148476804785,145.17993139268455,-38.0926328134425
267,16161929.9999997,-4591895.945945946,16160730.0000003,-4591895.945945946,16161330.0,-4591895.945945946,145.17969750699345,-38.088220699102955,145.18508739869546,-38.088220699102955,145.1743076152914,-38.088220699102955
268,16161929.9999997,-4591845.855855856,16160730.0000003,-4591845.855855856,16161330.0,-4591845.855855856,145.17969750699345,-38.0878665464321,145.18508739869546,-38.0878665464321,145.1743076152914,-38.0878665464321
269,16161364.234234234,-4592429.9999997,16161364.234234234,-4591230.0000003,16161364.234234234,-4591830.0,145.18000503835196,-38.08775444019317,145.18000503835196,-38.091996522351444,145.18000503835196,-38.083512111861516
270,16161989.9999997,-4591805.675675675,16160790.0000003,-4591805.675675675,16161390.0,-4591805.675675675,145.18023649616393,-38.087582458697014,145.18562638786597,-38.087582458697014,145.1748466044619,-38.087582458697014
271,16161434.414414415,-4592399.9999997,16161434.414414415,-4591200.0000003,16161434.414414415,-4591800.0,145.18063547763697,-38.08754232962303,145.18063547763697,-38.091784424090186,145.18063547763697,-38.08329998898294
272,16162049.9999997,-4591765.495495495,16160850.0000003,-4591765.495495495,16161450.0,-4591765.495495495,145.18077548533438,-38.08729836985795,145.18616537703642,-38.08729836985795,145.17538559363237,-38.08729836985795
273,16161474.594594594,-4592339.9999997,16161474.594594594,-4591140.0000003,16161474.594594594,-4591740.0,145.1809964223367,-38.087118106636446,145.1809964223367,-38.0913602257213,145.1809964223367,-38.08287574137955
274,16162079.9999997,-4591695.315315316,16160880.0000003,-4591695.315315316,16161480.0,-4591695.315315316,145.18104497991962,-38.08680216719722,145.18643487162166,-38.08680216719722,145.17565508821758,-38.08680216719722
275,16162049.9999997,-4591675.225225225,16160850.0000003,-4591675.225225225,16161450.0,-4591675.225225225,145.18077548533438,-38.08666012139956,145.18616537703642,-38.08666012139956,145.17538559363237,-38.08666012139956
276,16161425.135135137,-4591050.0000003,16161425.135135137,-4592249.9999997,16161425.135135137,-4591650.0,145.18055212045294,-38.08648176754084,145.18055212045294,-38.082239365358916,145.18055212045294,-38.09072392355207
277,16162019.9999997,-4591605.045045045,16160820.0000003,-4591605.045045045,16161420.0,-4591605.045045045,145.18050599074917,-38.08616391440678,145.18589588245118,-38.08616391440678,145.17511609904713,-38.08616391440678
278,16162019.9999997,-4591554.954954955,16160820.0000003,-4591554.954954955,16161420.0,-4591554.954954955,145.18050599074917,-38.08580975177195,145.18589588245118,-38.08580975177195,145.17511609904713,-38.08580975177195
279,16161445.135135137,-4592129.9999997,16161445.135135137,-4590930.0000003,16161445.135135137,-4591530.0,145.18073178350977,-38.08563330679739,145.18073178350977,-38.089875512043484,145.18073178350977,-38.081390855382416
280,16161495.225225223,-4592129.9999997,16161495.225225223,-4590930.0000003,16161495.225225223,-4591530.0,145.18118175044484,-38.08563330679739,145.18118175044484,-38.089875512043484,145.18118175044484,-38.081390855382416
281,16161545.315315315,-4592129.9999997,16161545.315315315,-4590930.0000003,16161545.315315315,-4591530.0,145.18163171738,-38.08563330679739,145.18163171738,-38.089875512043484,145.18163171738,-38.081390855382416
282,16162169.9999997,-4591504.594594595,16160970.0000003,-4591504.594594595,16161570.0,-4591504.594594595,145.18185346367534,-38.08545367645807,145.18724335537735,-38.08545367645807,145.1764635719733,-38.08545367645807
283,16161615.495495496,-4592099.9999997,16161615.495495496,-4590900.0000003,16161615.495495496,-4591500.0,145.18226215666496,-38.08542119007298,145.18226215666496,-38.089663407627725,145.18226215666496,-38.08117872634978
284,16162229.9999997,-4591464.414414414,16161030.0000003,-4591464.414414414,16161630.0,-4591464.414414414,145.18239245284582,-38.085169579346655,145.18778234454783,-38.085169579346655,145.17700256114378,-38.085169579346655
285,16161655.675675675,-4592039.9999997,16161655.675675675,-4590840.0000003,16161655.675675675,-4591440.0,145.1826231013647,-38.084996954777885,145.1826231013647,-38.08923919694987,145.1826231013647,-38.080754466438336
286,16161090.0000003,-4591455.765765766,16162289.9999997,-4591455.765765766,16161690.0,-4591455.765765766,145.18293144201627,-38.085108428254514,145.17754155031426,-38.085108428254514,145.1883213337183,-38.085108428254514
287,16161695.855855856,-4592099.9999997,16161695.855855856,-4590900.0000003,16161695.855855856,-4591500.0,145.18298404606446,-38.08542119007298,145.18298404606446,-38.089663407627725,145.18298404606446,-38.08117872634978
288,16161120.0000003,-4591525.945945946,16162319.9999997,-4591525.945945946,16161720.0,-4591525.945945946,145.1832009366015,-38.08560464241114,145.17781104489947,-38.08560464241114,145.18859082830355,-38.08560464241114
289,16162349.9999997,-4591513.963963964,16161150.0000003,-4591513.963963964,16161750.0,-4591513.963963964,145.18347043118678,-38.08551992315941,145.18886032288876,-38.08551992315941,145.17808053948474,-38.08551992315941
290,16161180.0000003,-4591506.126126126,16162379.9999997,-4591506.126126126,16161780.0,-4591506.126126126,145.183739925772,-38.085464505249895,145.17835003406998,-38.085464505249895,145.18912981747403,-38.085464505249895
291,16161180.0000003,-4591556.216216216,16162379.9999997,-4591556.216216216,16161780.0,-4591556.216216216,145.183739925772,-38.08581866955719,145.17835003406998,-38.08581866955719,145.18912981747403,-38.08581866955719
292,16161826.306306306,-4592159.9999997,16161826.306306306,-4590960.0000003,16161826.306306306,-4591560.0,145.18415590239906,-38.08584542290639,145.18415590239906,-38.09008761584381,145.18415590239906,-38.08160298379964
293,16161240.0000003,-4591596.396396397,16162439.9999997,-4591596.396396397,16161840.0,-4591596.396396397,145.18427891494244,-38.086102764146325,145.17888902324043,-38.086102764146325,145.18966880664448,-38.086102764146325
294,16161866.486486487,-4592219.9999997,16161866.486486487,-4591020.0000003,16161866.486486487,-4591620.0,145.1845168470988,-38.08626965327811,145.1845168470988,-38.09051182159809,145.1845168470988,-38.082027238787894
295,16161916.576576576,-4592219.9999997,16161916.576576576,-4591020.0000003,16161916.576576576,-4591620.0,145.18496681403388,-38.08626965327811,145.18496681403388,-38.09051182159809,145.18496681403388,-38.082027238787894
296,16161966.666666666,-4592219.9999997,16161966.666666666,-4591020.0000003,16161966.666666666,-4591620.0,145.185416780969,-38.08626965327811,145.185416780969,-38.09051182159809,145.185416780969,-38.082027238787894
297,16162016.756756756,-4592219.9999997,16162016.756756756,-4591020.0000003,16162016.756756756,-4591620.0,145.18586674790413,-38.08626965327811,145.18586674790413,-38.09051182159809,145.18586674790413,-38.082027238787894
298,16162066.846846849,-4592219.9999997,16162066.846846849,-4591020.0000003,16162066.846846849,-4591620.0,145.18631671483925,-38.08626965327811,145.18631671483925,-38.09051182159809,145.18631671483925,-38.082027238787894
299,16162086.936936935,-4592249.9999997,16162086.936936935,-4591050.0000003,16162086.936936935,-4591650.0,145.1864971871891,-38.08648176754084,145.1864971871891,-38.09072392355207,145.1864971871891,-38.082239365358916
300,16162137.027027028,-4592249.9999997,16162137.027027028,-4591050.0000003,16162137.027027028,-4591650.0,145.18694715412423,-38.08648176754084,145.18694715412423,-38.09072392355207,145.18694715412423,-38.082239365358916
301,16162187.117117116,-4592249.9999997,16162187.117117116,-4591050.0000003,16162187.117117116,-4591650.0,145.1873971210593,-38.08648176754084,145.1873971210593,-38.09072392355207,145.1873971210593,-38.082239365358916
302,16162237.207207208,-4592249.9999997,16162237.207207208,-4591050.0000003,16162237.207207208,-4591650.0,145.18784708799444,-38.08648176754084,145.18784708799444,-38.09072392355207,145.18784708799444,-38.082239365358916
303,16162859.9999997,-4591622.702702703,16161660.0000003,-4591622.702702703,16162260.0,-4591622.702702703,145.18805183913577,-38.086288762696384,145.19344173083778,-38.086288762696384,145.18266194743376,-38.086288762696384
304,16162277.387387387,-4592189.9999997,16162277.387387387,-4590990.0000003,16162277.387387387,-4591590.0,145.18820803269415,-38.08605753839997,145.18820803269415,-38.09029971902867,145.18820803269415,-38.08181511160147
305,16162919.9999997,-4591582.522522522,16161720.0000003,-4591582.522522522,16162320.0,-4591582.522522522,145.18859082830622,-38.08600466883002,145.19398072000826,-38.08600466883002,145.1832009366042,-38.08600466883002
306,16162919.9999997,-4591532.432432433,16161720.0000003,-4591532.432432433,16162320.0,-4591532.432432433,145.18859082830622,-38.08565050542376,145.19398072000826,-38.08565050542376,145.1832009366042,-38.08565050542376
307,16161750.0000003,-4591547.657657658,16162949.9999997,-4591547.657657658,16162350.0,-4591547.657657658,145.18886032289146,-38.08575815599312,145.18347043118945,-38.08575815599312,145.1942502145935,-38.08575815599312
308,16162357.747747747,-4592189.9999997,16162357.747747747,-4590990.0000003,16162357.747747747,-4591590.0,145.18892992209365,-38.08605753839997,145.18892992209365,-38.09029971902867,145.18892992209365,-38.08181511160147
309,16162407.837837838,-4592189.9999997,16162407.837837838,-4590990.0000003,16162407.837837838,-4591590.0,145.18937988902877,-38.08605753839997,145.18937988902877,-38.09029971902867,145.18937988902877,-38.08181511160147
310,16162427.927927928,-4592219.9999997,16162427.927927928,-4591020.0000003,16162427.927927928,-4591620.0,145.18956036137862,-38.08626965327811,145.18956036137862,-38.09051182159809,145.18956036137862,-38.082027238787894
311,16162448.018018018,-4592249.9999997,16162448.018018018,-4591050.0000003,16162448.018018018,-4591650.0,145.1897408337285,-38.08648176754084,145.1897408337285,-38.09072392355207,145.1897408337285,-38.082239365358916
312,16161870.0000003,-4591678.108108108,16163069.9999997,-4591678.108108108,16162470.0,-4591678.108108108,145.18993830123242,-38.08668050467,145.18454840953038,-38.08668050467,145.19532819293443,-38.08668050467
313,16161870.0000003,-4591728.198198198,16163069.9999997,-4591728.198198198,16162470.0,-4591728.198198198,145.18993830123242,-38.08703466308659,145.18454840953038,-38.08703466308659,145.19532819293443,-38.08703466308659
314,16162478.288288288,-4592369.9999997,16162478.288288288,-4591170.0000003,16162478.288288288,-4591770.0,145.1900127561929,-38.08733021843745,145.1900127561929,-38.09157232521347,145.1900127561929,-38.08308786548895
315,16163099.9999997,-4591741.621621622,16161900.0000003,-4591741.621621622,16162500.0,-4591741.621621622,145.19020779581763,-38.08712957215493,145.19559768751967,-38.08712957215493,145.18481790411565,-38.08712957215493
316,16162518.468468469,-4592309.9999997,16162518.468468469,-4591110.0000003,16162518.468468469,-4591710.0,145.19037370089265,-38.086905994220004,145.19037370089265,-38.09114812561367,145.19037370089265,-38.08266361665474
317,16162568.55855856,-4592309.9999997,16162568.55855856,-4591110.0000003,16162568.55855856,-4591710.0,145.19082366782777,-38.086905994220004,145.19082366782777,-38.09114812561367,145.19082366782777,-38.08266361665474
318,16162618.64864865,-4592309.9999997,16162618.64864865,-4591110.0000003,16162618.64864865,-4591710.0,145.19127363476287,-38.086905994220004,145.19127363476287,-38.09114812561367,145.19127363476287,-38.08266361665474
319,16162638.738738738,-4592339.9999997,16162638.738738738,-4591140.0000003,16162638.738738738,-4591740.0,145.19145410711275,-38.087118106636446,145.19145410711275,-38.0913602257213,145.19145410711275,-38.08287574137955
320,16162688.828828828,-4592339.9999997,16162688.828828828,-4591140.0000003,16162688.828828828,-4591740.0,145.19190407404784,-38.087118106636446,145.19190407404784,-38.0913602257213,145.19190407404784,-38.08287574137955
321,16162738.91891892,-4592339.9999997,16162738.91891892,-4591140.0000003,16162738.91891892,-4591740.0,145.19235404098296,-38.087118106636446,145.19235404098296,-38.0913602257213,145.19235404098296,-38.08287574137955
322,16162759.00900901,-4592309.9999997,16162759.00900901,-4591110.0000003,16162759.00900901,-4591710.0,145.19253451333282,-38.086905994220004,145.19253451333282,-38.09114812561367,145.19253451333282,-38.08266361665474
323,16163369.9999997,-4591670.900900901,16162170.0000003,-4591670.900900901,16162770.0,-4591670.900900901,145.19263324708479,-38.08662954648326,145.1980231387868,-38.08662954648326,145.18724335538275,-38.08662954648326
324,16163369.9999997,-4591620.810810811,16162170.0000003,-4591620.810810811,16162770.0,-4591620.810810811,145.19263324708479,-38.08627538610412,145.1980231387868,-38.08627538610412,145.18724335538275,-38.08627538610412
325,16163369.9999997,-4591570.7207207205,16162170.0000003,-4591570.7207207205,16162770.0,-4591570.7207207205,145.19263324708479,-38.0859212240093,145.1980231387868,-38.0859212240093,145.18724335538275,-38.0859212240093
326,16163369.9999997,-4591520.630630631,16162170.0000003,-4591520.630630631,16162770.0,-4591520.630630631,145.19263324708479,-38.085567060198805,145.1980231387868,-38.085567060198805,145.18724335538275,-38.085567060198805
327,16163344.972656112,-4591642.023613392,16162195.027343888,-4591299.057467689,16162770.0,-4591470.540540541,145.19263324708479,-38.08521289467264,145.19779831433414,-38.086425370755414,145.1874681798354,-38.08400039848172
328,16162819.54954955,-4592069.9999997,16162819.54954955,-4590870.0000003,16162819.54954955,-4591470.0,145.19307835826157,-38.085209072733136,145.19307835826157,-38.08945130259652,145.19307835826157,-38.08096659670175
329,16163429.9999997,-4591430.360360361,16162230.0000003,-4591430.360360361,16162830.0,-4591430.360360361,145.19317223625524,-38.084928796625576,145.19856212795727,-38.084928796625576,145.18778234455323,-38.084928796625576
330,16163429.9999997,-4591380.27027027,16162230.0000003,-4591380.27027027,16162830.0,-4591380.27027027,145.19317223625524,-38.08457462800751,145.19856212795727,-38.08457462800751,145.18778234455323,-38.08457462800751
331,16163429.9999997,-4591330.18018018,16162230.0000003,-4591330.18018018,16162830.0,-4591330.18018018,145.19317223625524,-38.08422045767379,145.19856212795727,-38.08422045767379,145.18778234455323,-38.08422045767379
332,16163429.9999997,-4591280.09009009,16162230.0000003,-4591280.09009009,16162830.0,-4591280.09009009,145.19317223625524,-38.08386628562441,145.19856212795727,-38.08386628562441,145.18778234455323,-38.08386628562441
333,16163429.9999997,-4591230.0,16162230.0000003,-4591230.0,16162830.0,-4591230.0,145.19317223625524,-38.08351211185939,145.19856212795727,-38.08351211185939,145.18778234455323,-38.08351211185939
334,16163429.9999997,-4591179.90990991,16162230.0000003,-4591179.90990991,16162830.0,-4591179.90990991,145.19317223625524,-38.08315793637873,145.19856212795727,-38.08315793637873,145.18778234455323,-38.08315793637873
335,16163459.9999997,-4591159.81981982,16162260.0000003,-4591159.81981982,16162860.0,-4591159.81981982,145.19344173084048,-38.08301588350067,145.19883162254249,-38.08301588350067,145.18805183913844,-38.08301588350067
336,16163459.9999997,-4591109.72972973,16162260.0000003,-4591109.72972973,16162860.0,-4591109.72972973,145.19344173084048,-38.08266170561627,145.19883162254249,-38.08266170561627,145.18805183913844,-38.08266170561627
337,16163459.9999997,-4591059.639639639,16162260.0000003,-4591059.639639639,16162860.0,-4591059.639639639,145.19344173084048,-38.08230752601624,145.19883162254249,-38.08230752601624,145.18805183913844,-38.08230752601624
338,16163459.9999997,-4591009.54954955,16162260.0000003,-4591009.54954955,16162860.0,-4591009.54954955,145.19344173084048,-38.08195334470059,145.19883162254249,-38.08195334470059,145.18805183913844,-38.08195334470059
339,16163459.9999997,-4590959.459459459,16162260.0000003,-4590959.459459459,16162860.0,-4590959.459459459,145.19344173084048,-38.081599161669324,145.19883162254249,-38.081599161669324,145.18805183913844,-38.081599161669324
340,16163459.9999997,-4590909.369369369,16162260.0000003,-4590909.369369369,16162860.0,-4590909.369369369,145.19344173084048,-38.081244976922434,145.19883162254249,-38.081244976922434,145.18805183913844,-38.081244976922434
341,16162849.27927928,-4590270.0000003,16162849.27927928,-4591469.9999997,16162849.27927928,-4590870.0,145.19334542496767,-38.08096659669964,145.19334542496767,-38.076723874509234,145.19334542496767,-38.08520907273102
342,16163396.751895351,-4590806.841975963,16162203.248104649,-4590931.536402416,16162800.0,-4590869.18918919,145.19290274167,-38.08096086345737,145.19826345515423,-38.080520005041116,145.1875420281858,-38.08140171921567
343,16163399.9999997,-4590819.099099099,16162200.0000003,-4590819.099099099,16162800.0,-4590819.099099099,145.19290274167,-38.08060667561869,145.19829263337203,-38.08060667561869,145.187512849968,-38.08060667561869
344,16162759.00900901,-4590210.0000003,16162759.00900901,-4591409.9999997,16162759.00900901,-4590810.0,145.19253451333282,-38.08054233555739,145.19253451333282,-38.07629958875158,145.19253451333282,-38.08478483620508
345,16162708.91891892,-4590210.0000003,16162708.91891892,-4591409.9999997,16162708.91891892,-4590810.0,145.19208454639775,-38.08054233555739,145.19208454639775,-38.07629958875158,145.19208454639775,-38.08478483620508
346,16162658.828828828,-4590210.0000003,16162658.828828828,-4591409.9999997,16162658.828828828,-4590810.0,145.1916345794626,-38.08054233555739,145.1916345794626,-38.07629958875158,145.1916345794626,-38.08478483620508
347,16162608.738738738,-4590210.0000003,16162608.738738738,-4591409.9999997,16162608.738738738,-4590810.0,145.19118461252748,-38.08054233555739,145.19118461252748,-38.07629958875158,145.19118461252748,-38.08478483620508
348,16163159.9999997,-4590808.6486486485,16161960.0000003,-4590808.6486486485,16162560.0,-4590808.6486486485,145.1907467849881,-38.08053278009791,145.19613667669014,-38.08053278009791,145.1853568932861,-38.08053278009791
349,16162538.55855856,-4590180.0000003,16162538.55855856,-4591379.9999997,16162538.55855856,-4590780.0,145.19055417324253,-38.08033020406318,145.19055417324253,-38.07608744494969,145.19055417324253,-38.084572717018986
350,16162488.468468469,-4590180.0000003,16162488.468468469,-4591379.9999997,16162488.468468469,-4590780.0,145.1901042063074,-38.08033020406318,145.1901042063074,-38.07608744494969,145.1901042063074,-38.084572717018986
351,16162438.378378378,-4590180.0000003,16162438.378378378,-4591379.9999997,16162438.378378378,-4590780.0,145.1896542393723,-38.08033020406318,145.1896542393723,-38.07608744494969,145.1896542393723,-38.084572717018986
352,16162388.288288288,-4590180.0000003,16162388.288288288,-4591379.9999997,16162388.288288288,-4590780.0,145.1892042724372,-38.08033020406318,145.1892042724372,-38.07608744494969,145.1892042724372,-38.084572717018986
353,16162949.9999997,-4590768.198198198,16161750.0000003,-4590768.198198198,16162350.0,-4590768.198198198,145.18886032289146,-38.08024675276615,145.1942502145935,-38.08024675276615,145.18347043118945,-38.08024675276615
354,16162318.108108109,-4590150.0000003,16162318.108108109,-4591349.9999997,16162318.108108109,-4590750.0,145.18857383315222,-38.08011807195357,145.18857383315222,-38.07587530053244,145.18857383315222,-38.08436059721747
355,16162889.9999997,-4590728.018018018,16161690.0000003,-4590728.018018018,16162290.0,-4590728.018018018,145.188321333721,-38.07996263542253,145.19371122542302,-38.07996263542253,145.18293144201897,-38.07996263542253
356,16162302.072072072,-4591289.9999997,16162302.072072072,-4590090.0000003,16162302.072072072,-4590690.0,145.18842977898953,-38.07969380588817,145.18842977898953,-38.083936355768195,145.18842977898953,-38.075451009851804
357,16162949.9999997,-4590687.837837838,16161750.0000003,-4590687.837837838,16162350.0,-4590687.837837838,145.18886032289146,-38.079678516974994,145.1942502145935,-38.079678516974994,145.18347043118945,-38.079678516974994
358,16162372.252252253,-4591259.9999997,16162372.252252253,-4590060.0000003,16162372.252252253,-4590660.0,145.18906021827453,-38.079481671932385,145.18906021827453,-38.08372423412044,145.18906021827453,-38.07523886358843
359,16162367.657657657,-4590030.0000003,16162367.657657657,-4591229.9999997,16162367.657657657,-4590630.0,145.189018944329,-38.079269537361206,145.189018944329,-38.07502671670971,145.189018944329,-38.083512111857274
360,16162352.432432432,-4591199.9999997,16162352.432432432,-4590000.0000003,16162352.432432432,-4590600.0,145.1888821738038,-38.07905740217464,145.1888821738038,-38.08329998897869,145.1888821738038,-38.074814569215604
361,16162402.522522522,-4591199.9999997,16162402.522522522,-4590000.0000003,16162402.522522522,-4590600.0,145.18933214073888,-38.07905740217464,145.18933214073888,-38.08329998897869,145.18933214073888,-38.074814569215604
362,16163009.9999997,-4590557.387387387,16161810.0000003,-4590557.387387387,16162410.0,-4590557.387387387,145.18939931206194,-38.0787560799659,145.19478920376397,-38.0787560799659,145.18400942035993,-38.0787560799659
363,16162412.702702705,-4591109.9999997,16162412.702702705,-4589910.0000003,16162412.702702705,-4590510.0,145.1894235908534,-38.07842099292263,145.1894235908534,-38.0826636166505,145.1894235908534,-38.07417812304112
364,16162462.792792792,-4591109.9999997,16162462.792792792,-4589910.0000003,16162462.792792792,-4590510.0,145.1898735577885,-38.07842099292263,145.1898735577885,-38.0826636166505,145.1898735577885,-38.07417812304112
365,16162482.882882884,-4591079.9999997,16162482.882882884,-4589880.0000003,16162482.882882884,-4590480.0,145.19005403013838,-38.078208855274525,145.19005403013838,-38.082451491310295,145.19005403013838,-38.07396597308557
366,16163099.9999997,-4590447.027027027,16161900.0000003,-4590447.027027027,16162500.0,-4590447.027027027,145.19020779581763,-38.077975694266726,145.19559768751967,-38.077975694266726,145.18481790411565,-38.077975694266726
367,16163099.9999997,-4590396.936936937,16161900.0000003,-4590396.936936937,16162500.0,-4590396.936936937,145.19020779581763,-38.077621491969055,145.19559768751967,-38.077621491969055,145.18481790411565,-38.077621491969055
368,16163129.9999997,-4590376.846846847,16161930.0000003,-4590376.846846847,16162530.0,-4590376.846846847,145.1904772904029,-38.077479428335266,145.1958671821049,-38.077479428335266,145.18508739870086,-38.077479428335266
369,16162563.243243244,-4590959.9999997,16162563.243243244,-4589760.0000003,16162563.243243244,-4590360.0,145.19077591953788,-38.07736029852827,145.19077591953788,-38.0816029837954,145.19077591953788,-38.07311736710976
370,16163189.9999997,-4590336.666666667,16161990.0000003,-4590336.666666667,16162590.0,-4590336.666666667,145.19101627957335,-38.07719530023978,145.19640617127538,-38.07719530023978,145.18562638787134,-38.07719530023978
371,16163189.9999997,-4590286.576576577,16161990.0000003,-4590286.576576577,16162590.0,-4590286.576576577,145.19101627957335,-38.07684109416235,145.19640617127538,-38.07684109416235,145.18562638787134,-38.07684109416235
372,16163189.9999997,-4590236.486486486,16161990.0000003,-4590236.486486486,16162590.0,-4590236.486486486,145.19101627957335,-38.076486886369366,145.19640617127538,-38.076486886369366,145.18562638787134,-38.076486886369366
373,16162613.603603603,-4590809.9999997,16162613.603603603,-4589610.0000003,16162613.603603603,-4590210.0,145.19122831435212,-38.076299588749464,145.19122831435212,-38.08054233555527,145.19122831435212,-38.0720565957945
374,16163219.9999997,-4590166.306306306,16162020.0000003,-4590166.306306306,16162620.0,-4590166.306306306,145.1912857741586,-38.075990610334955,145.1966756658606,-38.075990610334955,145.18589588245658,-38.075990610334955
375,16162623.783783784,-4590719.9999997,16162623.783783784,-4589520.0000003,16162623.783783784,-4590120.0,145.19131976446664,-38.075663155497686,145.19131976446664,-38.07990593922644,145.19131976446664,-38.07142012562114
376,16163249.9999997,-4590096.126126126,16162050.0000003,-4590096.126126126,16162650.0,-4590096.126126126,145.19155526874383,-38.07549433093291,145.19694516044584,-38.07549433093291,145.18616537704182,-38.07549433093291
377,16163279.9999997,-4590076.036036036,16162080.0000003,-4590076.036036036,16162680.0,-4590076.036036036,145.19182476332907,-38.07535226316702,145.1972146550311,-38.07535226316702,145.18643487162703,-38.07535226316702
378,16163309.9999997,-4590055.945945946,16162110.0000003,-4590055.945945946,16162710.0,-4590055.945945946,145.1920942579143,-38.075210195125145,145.19748414961632,-38.075210195125145,145.18670436621227,-38.075210195125145
379,16162734.144144144,-4590629.9999997,16162734.144144144,-4589430.0000003,16162734.144144144,-4590030.0,145.19231114845135,-38.07502671670759,145.19231114845135,-38.07926953735908,145.19231114845135,-38.07078364990964
380,16162754.234234234,-4590599.9999997,16162754.234234234,-4589400.0000003,16162754.234234234,-4590000.0,145.19249162080123,-38.07481456921349,145.19249162080123,-38.079057402172516,145.19249162080123,-38.070571490108456
381,16162200.0000003,-4590004.324324325,16163399.9999997,-4590004.324324325,16162800.0,-4590004.324324325,145.19290274167,-38.07484514907042,145.187512849968,-38.07484514907042,145.19829263337203,-38.07484514907042
382,16162775.585585585,-4589430.0000003,16162775.585585585,-4590629.9999997,16162775.585585585,-4590030.0,145.19268342325378,-38.07502671670759,145.19268342325378,-38.07078364990964,145.19268342325378,-38.07926953735908
383,16162784.504504504,-4590659.9999997,16162784.504504504,-4589460.0000003,16162784.504504504,-4590060.0,145.1927635432656,-38.07523886358632,145.1927635432656,-38.07948167193026,145.1927635432656,-38.07099580909548
384,16162834.594594594,-4590659.9999997,16162834.594594594,-4589460.0000003,16162834.594594594,-4590060.0,145.19321351020074,-38.07523886358632,145.19321351020074,-38.07948167193026,145.19321351020074,-38.07099580909548
385,16162260.0000003,-4590084.6846846845,16163459.9999997,-4590084.6846846845,16162860.0,-4590084.6846846845,145.19344173084048,-38.07541342241845,145.18805183913844,-38.07541342241845,145.19883162254249,-38.07541342241845
386,16162290.0000003,-4590104.774774775,16163489.9999997,-4590104.774774775,16162890.0,-4590104.774774775,145.19371122542572,-38.07555549006555,145.1883213337237,-38.07555549006555,145.19910111712773,-38.07555549006555
387,16162290.0000003,-4590154.864864865,16163489.9999997,-4590154.864864865,16162890.0,-4590154.864864865,145.19371122542572,-38.075909702369515,145.1883213337237,-38.075909702369515,145.19910111712773,-38.075909702369515
388,16162290.0000003,-4590204.954954955,16163489.9999997,-4590204.954954955,16162890.0,-4590204.954954955,145.19371122542572,-38.076263912957955,145.1883213337237,-38.076263912957955,145.19910111712773,-38.076263912957955
