transect_id,x1,y1,x2,y2,mid_x,mid_y,mid_lon,mid_lat,lon1,lat1,lon2,lat2
48,16156320.0000003,-4593964.324324325,16157519.9999997,-4593964.324324325,16156920.0,-4593964.324324325,145.14008180296378,-38.10284328570571,145.13469191126174,-38.10284328570571,145.1454716946658,-38.10284328570571
49,16156944.414414415,-4594589.9999997,16156944.414414415,-4593390.0000003,16156944.414414415,-4593990.0,145.14030112138,-38.10302478381483,145.14030112138,-38.107265979674715,145.14030112138,-38.09878334174931
50,16157549.9999997,-4593945.495495495,16156350.0000003,-4593945.495495495,16156950.0,-4593945.495495495,145.14035129754902,-38.10271018680581,145.14574118925103,-38.10271018680581,145.134961405847,-38.10271018680581
51,16157579.9999997,-4593925.405405405,16156380.0000003,-4593925.405405405,16156980.0,-4593925.405405405,145.14062079213426,-38.10256817192275,145.1460106838363,-38.10256817192275,145.13523090043222,-38.10256817192275
52,16157579.9999997,-4593875.315315316,16156380.0000003,-4593875.315315316,16156980.0,-4593875.315315316,145.14062079213426,-38.10221408877013,145.1460106838363,-38.10221408877013,145.13523090043222,-38.10221408877013
53,16156965.225225223,-4593240.0000003,16156965.225225223,-4594439.9999997,16156965.225225223,-4593840.0,145.14048806807423,-38.10196444637935,145.14048806807423,-38.097722942763816,145.14048806807423,-38.10620570379149
54,16157549.9999997,-4593805.135135135,16156350.0000003,-4593805.135135135,16156950.0,-4593805.135135135,145.14035129754902,-38.10171798736605,145.14574118925103,-38.10171798736605,145.134961405847,-38.10171798736605
55,16156925.045045044,-4593180.0000003,16156925.045045044,-4594379.9999997,16156925.045045044,-4593780.0,145.1401271233745,-38.10154030709659,145.1401271233745,-38.0972987788612,145.1401271233745,-38.105781589129464
56,16157519.9999997,-4593734.954954955,16156320.0000003,-4593734.954954955,16156920.0,-4593734.954954955,145.14008180296378,-38.101221882593606,145.1454716946658,-38.101221882593606,145.13469191126174,-38.101221882593606
57,16156925.135135137,-4594289.9999997,16156925.135135137,-4593090.0000003,16156925.135135137,-4593690.0,145.14012793266755,-38.10090409355615,145.14012793266755,-38.10514541251998,145.14012793266755,-38.096662528391164
58,16156975.225225223,-4594289.9999997,16156975.225225223,-4593090.0000003,16156975.225225223,-4593690.0,145.14057789960265,-38.10090409355615,145.14057789960265,-38.10514541251998,145.14057789960265,-38.096662528391164
59,16156964.684684685,-4593060.0000003,16156964.684684685,-4594259.9999997,16156964.684684685,-4593660.0,145.14048321231596,-38.100692021145,145.14048321231596,-38.096450443670186,145.14048321231596,-38.104933352419096
60,16157549.9999997,-4593624.594594595,16156350.0000003,-4593624.594594595,16156950.0,-4593624.594594595,145.14035129754902,-38.10044173669676,145.14574118925103,-38.10044173669676,145.134961405847,-38.10044173669676
61,16157549.9999997,-4593574.504504505,16156350.0000003,-4593574.504504505,16156950.0,-4593574.504504505,145.14035129754902,-38.10008764323943,145.14574118925103,-38.10008764323943,145.134961405847,-38.10008764323943
62,16156965.585585585,-4594139.9999997,16156965.585585585,-4592940.0000003,16156965.585585585,-4593540.0,145.14049130524646,-38.09984372534539,145.14049130524646,-38.10408510586034,145.14049130524646,-38.0956020986315
63,16157015.675675675,-4594139.9999997,16157015.675675675,-4592940.0000003,16157015.675675675,-4593540.0,145.14094127218155,-38.09984372534539,145.14094127218155,-38.10408510586034,145.14094127218155,-38.0956020986315
64,16157065.765765766,-4594139.9999997,16157065.765765766,-4592940.0000003,16157065.765765766,-4593540.0,145.14139123911664,-38.09984372534539,145.14139123911664,-38.10408510586034,145.14139123911664,-38.0956020986315
65,16157115.855855856,-4594139.9999997,16157115.855855856,-4592940.0000003,16157115.855855856,-4593540.0,145.1418412060518,-38.09984372534539,145.1418412060518,-38.10408510586034,145.1418412060518,-38.0956020986315
66,16157165.945945946,-4594139.9999997,16157165.945945946,-4592940.0000003,16157165.945945946,-4593540.0,145.1422911729869,-38.09984372534539,145.1422911729869,-38.10408510586034,145.1422911729869,-38.0956020986315
67,16157789.9999997,-4593513.963963964,16156590.0000003,-4593513.963963964,16157190.0,-4593513.963963964,145.14250725423088,-38.09965967187851,145.14789714593292,-38.09965967187851,145.1371173625289,-38.09965967187851
68,16157819.9999997,-4593493.873873874,16156620.0000003,-4593493.873873874,16157220.0,-4593493.873873874,145.14277674881615,-38.09951765106645,145.14816664051818,-38.09951765106645,145.1373868571141,-38.09951765106645
69,16157819.9999997,-4593443.783783784,16156620.0000003,-4593443.783783784,16157220.0,-4593443.783783784,145.14277674881615,-38.099163553131184,145.14816664051818,-38.099163553131184,145.1373868571141,-38.099163553131184
70,16157246.306306306,-4594019.9999997,16157246.306306306,-4592820.0000003,16157246.306306306,-4593420.0,145.14301306238636,-38.098995419697815,145.14301306238636,-38.10323684945327,145.14301306238636,-38.09475374374522
71,16157266.396396397,-4593989.9999997,16157266.396396397,-4592790.0000003,16157266.396396397,-4593390.0,145.14319353473624,-38.098783341747186,145.14319353473624,-38.10302478381271,145.14319353473624,-38.094541653484974
72,16157909.9999997,-4593383.513513514,16156710.0000003,-4593383.513513514,16157310.0,-4593383.513513514,145.14358523257184,-38.09873748697424,145.14897512427387,-38.09873748697424,145.1381953408698,-38.09873748697424
73,16157909.9999997,-4593333.423423423,16156710.0000003,-4593333.423423423,16157310.0,-4593333.423423423,145.14358523257184,-38.0983833852585,145.14897512427387,-38.0983833852585,145.1381953408698,-38.0983833852585
74,16157939.9999997,-4593313.333333333,16156740.0000003,-4593313.333333333,16157340.0,-4593313.333333333,145.14385472715708,-38.09824136196594,145.1492446188591,-38.09824136196594,145.13846483545507,-38.09824136196594
75,16157939.9999997,-4593263.243243244,16156740.0000003,-4593263.243243244,16157340.0,-4593263.243243244,145.14385472715708,-38.09788725784615,145.1492446188591,-38.09788725784615,145.13846483545507,-38.09788725784615
76,16157366.846846849,-4593839.9999997,16157366.846846849,-4592640.0000003,16157366.846846849,-4593240.0,145.14409589648562,-38.09772294276169,145.14409589648562,-38.101964446377224,145.14409589648562,-38.09348119295171
77,16157969.9999997,-4593193.063063063,16156770.0000003,-4593193.063063063,16157370.0,-4593193.063063063,145.14412422174232,-38.09739112706555,145.14951411344435,-38.09739112706555,145.13873433004028,-38.09739112706555
78,16157969.9999997,-4593142.972972973,16156770.0000003,-4593142.972972973,16157370.0,-4593142.972972973,145.14412422174232,-38.09703701882588,145.14951411344435,-38.09703701882588,145.13873433004028,-38.09703701882588
79,16157342.882882884,-4592520.0000003,16157342.882882884,-4593719.9999997,16157342.882882884,-4593120.0,145.14388062453463,-38.096874612494545,145.14388062453463,-38.09263281344674,145.14388062453463,-38.10111616534968
80,16157939.9999997,-4593072.792792792,16156740.0000003,-4593072.792792792,16157340.0,-4593072.792792792,145.14385472715708,-38.096540882273004,145.1492446188591,-38.096540882273004,145.13846483545507,-38.096540882273004
81,16157302.702702705,-4592460.0000003,16157302.702702705,-4593659.9999997,16157302.702702705,-4593060.0,145.14351967983492,-38.09645044366807,145.14351967983492,-38.0922086200015,145.14351967983492,-38.100692021142876
82,16157252.612612613,-4592460.0000003,16157252.612612613,-4593659.9999997,16157252.612612613,-4593060.0,145.14306971289977,-38.09645044366807,145.14306971289977,-38.0922086200015,145.14306971289977,-38.100692021142876
83,16157819.9999997,-4593042.522522522,16156620.0000003,-4593042.522522522,16157220.0,-4593042.522522522,145.14277674881615,-38.09632688651987,145.14816664051818,-38.09632688651987,145.1373868571141,-38.09632688651987
84,16157227.567567568,-4593599.9999997,16157227.567567568,-4592400.0000003,16157227.567567568,-4593000.0,145.14284472943223,-38.09602627237968,145.14284472943223,-38.10026787447406,145.14284472943223,-38.09178442409443
85,16157277.657657657,-4593599.9999997,16157277.657657657,-4592400.0000003,16157277.657657657,-4593000.0,145.14329469636735,-38.09602627237968,145.14329469636735,-38.10026787447406,145.14329469636735,-38.09178442409443
86,16157297.747747747,-4593569.9999997,16157297.747747747,-4592370.0000003,16157297.747747747,-4592970.0,145.1434751687172,-38.09581418581227,145.1434751687172,-38.10005580021642,145.1434751687172,-38.091572325217705
87,16157317.837837838,-4593539.9999997,16157317.837837838,-4592340.0000003,16157317.837837838,-4592940.0,145.14365564106708,-38.09560209862938,145.14365564106708,-38.09984372534327,145.14365564106708,-38.091360225725545
88,16157367.927927928,-4593539.9999997,16157367.927927928,-4592340.0000003,16157367.927927928,-4592940.0,145.14410560800218,-38.09560209862938,145.14410560800218,-38.09984372534327,145.14410560800218,-38.091360225725545
89,16157388.018018018,-4593509.9999997,16157388.018018018,-4592310.0000003,16157388.018018018,-4592910.0,145.14428608035206,-38.095390010831025,145.14428608035206,-38.09963164985462,145.14428608035206,-38.09114812561791
90,16157438.108108109,-4593509.9999997,16157438.108108109,-4592310.0000003,16157438.108108109,-4592910.0,145.14473604728718,-38.095390010831025,145.14473604728718,-38.09963164985462,145.14473604728718,-38.09114812561791
91,16157488.198198196,-4593509.9999997,16157488.198198196,-4592310.0000003,16157488.198198196,-4592910.0,145.14518601422228,-38.095390010831025,145.14518601422228,-38.09963164985462,145.14518601422228,-38.09114812561791
92,16157471.711711712,-4592340.0000003,16157471.711711712,-4593539.9999997,16157471.711711712,-4592940.0,145.14503791359436,-38.09560209862938,145.14503791359436,-38.091360225725545,145.14503791359436,-38.09984372534327
93,16156860.0000003,-4592978.378378378,16158059.9999997,-4592978.378378378,16157460.0,-4592978.378378378,145.14493270549804,-38.095873417257906,145.139542813796,-38.095873417257906,145.15032259720005,-38.095873417257906
94,16156860.0000003,-4593028.468468469,16158059.9999997,-4593028.468468469,16157460.0,-4593028.468468469,145.14493270549804,-38.09622753113576,145.139542813796,-38.09622753113576,145.15032259720005,-38.09622753113576
95,16157441.44144144,-4592460.0000003,16157441.44144144,-4593659.9999997,16157441.44144144,-4593060.0,145.14476599112996,-38.09645044366807,145.14476599112996,-38.0922086200015,145.14476599112996,-38.100692021142876
96,16156830.0000003,-4593098.6486486485,16158029.9999997,-4593098.6486486485,16157430.0,-4593098.6486486485,145.14466321091277,-38.09672366981593,145.13927331921076,-38.09672366981593,145.1500531026148,-38.09672366981593
97,16157458.738738738,-4593719.9999997,16157458.738738738,-4592520.0000003,16157458.738738738,-4593120.0,145.14492137539534,-38.096874612494545,145.14492137539534,-38.10111616534968,145.14492137539534,-38.09263281344674
98,16158089.9999997,-4593101.171171172,16156890.0000003,-4593101.171171172,16157490.0,-4593101.171171172,145.14520220008328,-38.09674150272248,145.15059209178528,-38.09674150272248,145.13981230838124,-38.09674150272248
99,16158119.9999997,-4593081.081081081,16156920.0000003,-4593081.081081081,16157520.0,-4593081.081081081,145.1454716946685,-38.09659947623899,145.15086158637052,-38.09659947623899,145.14008180296648,-38.09659947623899
100,16157549.00900901,-4593659.9999997,16157549.00900901,-4592460.0000003,16157549.00900901,-4593060.0,145.1457322870302,-38.09645044366807,145.1457322870302,-38.100692021142876,145.1457322870302,-38.0922086200015
101,16158179.9999997,-4593040.900900901,16156980.0000003,-4593040.900900901,16157580.0,-4593040.900900901,145.14601068383897,-38.09631542244398,145.15140057554098,-38.09631542244398,145.14062079213696,-38.09631542244398
102,16158179.9999997,-4592990.810810811,16156980.0000003,-4592990.810810811,16157580.0,-4592990.810810811,145.14601068383897,-38.09596130899199,145.15140057554098,-38.09596130899199,145.14062079213696,-38.09596130899199
103,16157609.27927928,-4593569.9999997,16157609.27927928,-4592370.0000003,16157609.27927928,-4592970.0,145.14627370407982,-38.09581418581227,145.14627370407982,-38.10005580021642,145.14627370407982,-38.091572325217705
104,16158239.9999997,-4592950.630630631,16157040.0000003,-4592950.630630631,16157640.0,-4592950.630630631,145.14654967300945,-38.095677252716555,145.15193956471145,-38.095677252716555,145.1411597813074,-38.095677252716555
105,16157679.45945946,-4593539.9999997,16157679.45945946,-4592340.0000003,16157679.45945946,-4592940.0,145.1469041433648,-38.09560209862938,145.1469041433648,-38.09984372534327,145.1469041433648,-38.091360225725545
106,16158261.07817361,-4593123.032864197,16157138.92182639,-4592697.868036703,16157700.0,-4592910.45045045,145.1470886621799,-38.09539319533705,145.1521289131693,-38.096896053203295,145.14204841119053,-38.0938903065663
107,16158329.9999997,-4592890.360360361,16157130.0000003,-4592890.360360361,16157730.0,-4592890.360360361,145.14735815676516,-38.09525116623328,145.15274804846717,-38.09525116623328,145.14196826506313,-38.09525116623328
108,16158359.9999997,-4592870.27027027,16157160.0000003,-4592870.27027027,16157760.0,-4592870.27027027,145.14762765135038,-38.0951091368535,145.1530175430524,-38.0951091368535,145.14223775964837,-38.0951091368535
109,16158252.773020094,-4593162.48815579,16157267.226979906,-4592477.87220457,16157760.0,-4592820.18018018,145.14762765135038,-38.09475501755662,145.1520543067059,-38.09717498019191,145.14320099599485,-38.09233497479066
110,16157809.90990991,-4593419.9999997,16157809.90990991,-4592220.0000003,16157809.90990991,-4592820.0,145.1480759996994,-38.0947537437431,145.1480759996994,-38.0989954196957,145.1480759996994,-38.090511821602334
111,16157830.0,-4593389.9999997,16157830.0,-4592190.0000003,16157830.0,-4592790.0,145.14825647204924,-38.09454165348286,145.14825647204924,-38.09878334174507,145.14825647204924,-38.09029971903291
112,16158340.620584182,-4593174.394860096,16157419.379415818,-4592405.424959723,16157880.0,-4592789.90990991,145.14870562969134,-38.09454101657424,145.15284345480086,-38.09725915376641,145.1445678045818,-38.09182277828871
113,16157900.18018018,-4593359.9999997,16157900.18018018,-4592160.0000003,16157900.18018018,-4592760.0,145.14888691133424,-38.09432956260713,145.14888691133424,-38.09857126317895,145.14888691133424,-38.09008761584804
114,16157920.27027027,-4593329.9999997,16157920.27027027,-4592130.0000003,16157920.27027027,-4592730.0,145.1490673836841,-38.09411747111594,145.1490673836841,-38.09835918399734,145.1490673836841,-38.089875512047726
115,16158512.972685529,-4592984.944677374,16157427.027314471,-4592474.334601904,16157970.0,-4592729.639639639,145.14951411344705,-38.09411492346666,145.15439172006973,-38.09591983806672,145.14463650682433,-38.09230996429267
116,16158569.9999997,-4592679.54954955,16157370.0000003,-4592679.54954955,16157970.0,-4592679.54954955,145.14951411344705,-38.09376079935259,145.15490400514904,-38.09376079935259,145.14412422174502,-38.09376079935259
117,16158599.9999997,-4592659.459459459,16157400.0000003,-4592659.459459459,16158000.0,-4592659.459459459,145.14978360803227,-38.09361876707653,145.1551734997343,-38.09361876707653,145.14439371633026,-38.09361876707653
118,16158615.174838323,-4592771.922785623,16157444.825161677,-4592506.815953115,16158030.0,-4592639.369369369,145.1500531026175,-38.09347673452447,145.155309817629,-38.09441385314896,145.14479638760602,-38.09253960388449
119,16158050.72072072,-4593209.9999997,16158050.72072072,-4592010.0000003,16158050.72072072,-4592610.0,145.15023924001872,-38.09326909899654,145.15023924001872,-38.097510861116014,145.15023924001872,-38.08902709069203
120,16158689.9999997,-4592599.189189189,16157490.0000003,-4592599.189189189,16158090.0,-4592599.189189189,145.15059209178798,-38.09319266859234,145.15598198349,-38.09319266859234,145.14520220008598,-38.09319266859234
121,16158719.186312323,-4592610.336300378,16157520.813687677,-4592547.86189782,16158120.0,-4592579.099099099,145.15086158637322,-38.09305063521224,145.15624416859717,-38.09327147657583,145.14547900414925,-38.09282979318138
122,16158719.9999997,-4592529.009009009,16157520.0000003,-4592529.009009009,16158120.0,-4592529.009009009,145.15086158637322,-38.09269650594155,145.15625147807523,-38.09269650594155,145.1454716946712,-38.09269650594155
123,16158161.08108108,-4593119.9999997,16158161.08108108,-4591920.0000003,16158161.08108108,-4592520.0,145.15123062400343,-38.09263281344462,145.15123062400343,-38.09687461249242,145.15123062400343,-38.088390768213124
124,16158211.171171172,-4593119.9999997,16158211.171171172,-4591920.0000003,16158211.171171172,-4592520.0,145.15168059093855,-38.09263281344462,145.15168059093855,-38.09687461249242,145.15168059093855,-38.088390768213124
125,16158839.9999997,-4592498.738738739,16157640.0000003,-4592498.738738739,16158240.0,-4592498.738738739,145.15193956471416,-38.09248249893183,145.1573294564162,-38.09248249893183,145.14654967301215,-38.09248249893183
126,16158869.9999997,-4592478.6486486485,16157670.0000003,-4592478.6486486485,16158270.0,-4592478.6486486485,145.1522090592994,-38.092340464171706,145.15759895100143,-38.092340464171706,145.14681916759736,-38.092340464171706
127,16158301.44144144,-4593059.9999997,16158301.44144144,-4591860.0000003,16158301.44144144,-4592460.0,145.15249150257338,-38.092208619999376,145.15249150257338,-38.096450443665944,145.15249150257338,-38.08796655015001
128,16158351.531531531,-4593059.9999997,16158351.531531531,-4591860.0000003,16158351.531531531,-4592460.0,145.15294146950853,-38.092208619999376,145.15294146950853,-38.096450443665944,145.15294146950853,-38.08796655015001
129,16158371.621621622,-4593029.9999997,16158371.621621622,-4591830.0000003,16158371.621621622,-4592430.0,145.1531219418584,-38.09199652235357,145.1531219418584,-38.096238358329494,145.1531219418584,-38.08775444019529
130,16158989.9999997,-4592398.288288289,16157790.0000003,-4592398.288288289,16158390.0,-4592398.288288289,145.15328703764033,-38.091772322371156,145.15867692934236,-38.091772322371156,145.14789714593832,-38.091772322371156
131,16158411.801801804,-4592969.9999997,16158411.801801804,-4591770.0000003,16158411.801801804,-4592370.0,145.15348288655815,-38.09157232521559,145.15348288655815,-38.09581418581015,145.15348288655815,-38.08733021843957
132,16158431.891891891,-4592939.9999997,16158431.891891891,-4591740.0000003,16158431.891891891,-4592340.0,145.153663358908,-38.09136022572342,145.153663358908,-38.09560209862727,145.153663358908,-38.08711810663857
133,16158481.981981982,-4592939.9999997,16158481.981981982,-4591740.0000003,16158481.981981982,-4592340.0,145.1541133258431,-38.09136022572342,145.1541133258431,-38.09560209862727,145.1541133258431,-38.08711810663857
134,16159109.9999997,-4592317.927927928,16157910.0000003,-4592317.927927928,16158510.0,-4592317.927927928,145.15436501598128,-38.09120417615451,145.15975490768332,-38.09120417615451,145.14897512427925,-38.09120417615451
