transect_id,x1,y1,x2,y2
358,16162372.252252253,-4591259.9999997,16162372.252252253,-4590060.0000003
359,16162367.657657657,-4590030.0000003,16162367.657657657,-4591229.9999997
360,16162352.432432432,-4591199.9999997,16162352.432432432,-4590000.0000003
361,16162402.522522522,-4591199.9999997,16162402.522522522,-4590000.0000003
362,16163009.9999997,-4590557.387387387,16161810.0000003,-4590557.387387387
363,16162412.702702703,-4591109.9999997,16162412.702702703,-4589910.0000003
364,16162462.792792793,-4591109.9999997,16162462.792792793,-4589910.0000003
365,16162482.882882884,-4591079.9999997,16162482.882882884,-4589880.0000003
366,16163099.9999997,-4590447.027027027,16161900.0000003,-4590447.027027027
367,16163099.9999997,-4590396.936936937,16161900.0000003,-4590396.936936937
368,16163129.9999997,-4590376.846846847,16161930.0000003,-4590376.846846847
369,16162563.243243244,-4590959.9999997,16162563.243243244,-4589760.0000003
370,16163189.9999997,-4590336.666666667,16161990.0000003,-4590336.666666667
371,16163189.9999997,-4590286.576576577,16161990.0000003,-4590286.576576577
372,16163189.9999997,-4590236.486486486,16161990.0000003,-4590236.486486486
373,16162613.603603603,-4590809.9999997,16162613.603603603,-4589610.0000003
374,16163219.9999997,-4590166.306306306,16162020.0000003,-4590166.306306306
375,16162623.783783784,-4590719.9999997,16162623.783783784,-4589520.0000003
376,16163249.9999997,-4590096.126126126,16162050.0000003,-4590096.126126126
377,16163279.9999997,-4590076.036036036,16162080.0000003,-4590076.036036036
378,16163309.9999997,-4590055.945945946,16162110.0000003,-4590055.945945946
379,16162734.144144144,-4590629.9999997,16162734.144144144,-4589430.0000003
380,16162754.234234234,-4590599.9999997,16162754.234234234,-4589400.0000003
381,16162200.0000003,-4590004.324324325,16163399.9999997,-4590004.324324325
382,16162775.585585585,-4589430.0000003,16162775.585585585,-4590629.9999997
383,16162784.504504504,-4590659.9999997,16162784.504504504,-4589460.0000003
384,16162834.594594594,-4590659.9999997,16162834.594594594,-4589460.0000003
